,name,link,origin,birth,origin_point,birth_point,spotify_id,genre
245,Paul Siebel,/wiki/Paul_Siebel,,Buffalo,POINT (100.77522 18.776703),POINT (-78.852918 42.890831),5EB5q368CZpEhSbLIVIAXh,folk
246,Judee Sill,/wiki/Judee_Sill,,"Los Angeles, California",POINT (100.77522 18.776703),POINT (-118.25703 34.05513),2IkwqvwEnXFlZEq6eFP1wL,folk
247,Simon & Garfunkel,/wiki/Simon_%26_Garfunkel,"Forest Hills, Queens, New York City, U.S.",,POINT (-73.845018 40.721004),POINT (100.77522 18.776703),70cRZdQywnSFp9pnc2WTCE,folk
248,Patrick Sky,/wiki/Patrick_Sky,,"College Park, Georgia",POINT (100.77522 18.776703),POINT (-84.459095 33.639297),7ITHPA1zmcUkgnPKeO8mUS,folk
249,Langhorne Slim,/wiki/Langhorne_Slim,,"Langhorne, Pennsylvania",POINT (100.77522 18.776703),POINT (-74.921074 40.177614),099toTcKJoywTosZr2hHjy,folk
250,Chloe Smith,/wiki/Chloe_Smith_(musician),"New Orleans, Louisiana, USA","Atlanta, Georgia",POINT (-89.889852 30.056708),POINT (-84.414581 33.769805),7lLK9mKP9CJuRhIR5URoFg,folk
251,Elliott Smith,/wiki/Elliott_Smith,,"Omaha, Nebraska",POINT (100.77522 18.776703),POINT (-95.989632 41.261377),2ApaG60P4r0yhBoDCGD8YG,folk
252,Michael Peter Smith,/wiki/Michael_Peter_Smith,,"South Orange, New Jersey",POINT (100.77522 18.776703),POINT (-74.26126 40.74899),5aBxFPaaGk9204ssHUvXWN,folk
253,Mindy Smith,/wiki/Mindy_Smith,,"Long Island, New York",POINT (100.77522 18.776703),POINT (-73.9364 40.753453),4QGC11o7gQR7MBEJ5cUMSv,folk
254,Stephan Smith,/wiki/Stephan_Smith,"Cleveland, Ohio","Cleveland, Ohio",POINT (-81.651327 41.496551),POINT (-81.651327 41.496551),5z9hHWeWPT4olToAy5cGfw,folk
255,Solas,/wiki/Solas_(group),"Philadelphia, Pennsylvania, United States",,POINT (-75.168428 39.990821),POINT (100.77522 18.776703),5awFg11m6qCdmOsy8LxEvc,folk
