name,link,origin,birth,origin_point,birth_point,genre,spotify_id
Bobby Taylor & the Vancouvers,/wiki/Bobby_Taylor_%26_the_Vancouvers,"Washington, D.C., United States",,POINT (-77.01712 38.82652),,soul,2yu275LOWOLmpD885w1MMy
Debbie Taylor,/wiki/Debbie_Taylor,,"Norfolk, Virginia",POINT (100.77522 18.776703),POINT (-76.28522 36.84681),soul,3AOPsb5oGscweRef0jCI1p
Johnnie Taylor,/wiki/Johnnie_Taylor,,"Crawfordsville, Arkansas",POINT (100.77522 18.776703),POINT (-90.325418 35.226863),soul,4OGuNAnRFWZOgOA2d51taz
Little Johnny Taylor,/wiki/Little_Johnny_Taylor,,"Gregory, Arkansas",POINT (100.77522 18.776703),POINT (-91.34318 35.15537),soul,3amz8sGYUMDNb2wxf4PaTj
Ted Taylor,/wiki/Ted_Taylor_(singer),,"Okmulgee, Oklahoma",POINT (100.77522 18.776703),POINT (-95.959244 35.622332),soul,0QYN2PJUwq49cW3T75KXCG
Rod Temperton,/wiki/Rod_Temperton,,"Cleethorpes, Lincolnshire",POINT (100.77522 18.776703),POINT (-0.03225 53.56047),soul,0HXtkeTuIrpcFWhWgZ8jNn
The Temptations,/wiki/The_Temptations,"Detroit, Michigan, U.S.",,POINT (-83.164558 42.398648),,soul,3RwQ26hR2tJtA8F9p2n7jG
Tammi Terrell,/wiki/Tammi_Terrell,,"Philadelphia, Pennsylvania",POINT (100.77522 18.776703),POINT (-75.168428 39.990821),soul,75jNCko3SnEMI5gwGqrbb8
Joe Tex,/wiki/Joe_Tex,"Baytown, Texas, U.S.[3]","[1], [2], Rogers, Texas",POINT (-71.576166 44.49713),POINT (-94.974996 29.473316),soul,5TbXjzD8tYgMD5JU2g2F8q
Robin Thicke,/wiki/Robin_Thicke,,"[1], Los Angeles, California",POINT (100.77522 18.776703),POINT (-3.701047 40.352392),soul,0ZrpamOxcZybMHGg1AYtHP
Trey Songz,/wiki/Trey_Songz,,"[2], Petersburg, Virginia",POINT (100.77522 18.776703),POINT (-97.996444 48.010798),soul,2iojnBLj0qIMiKPvVhLnsH
Carla Thomas,/wiki/Carla_Thomas,,"Memphis, Tennessee",POINT (100.77522 18.776703),POINT (-89.954644 35.112125),soul,1QAGLCom3FHTTiuRFsjzOj
Irma Thomas,/wiki/Irma_Thomas,,"Ponchatoula, Louisiana",POINT (100.77522 18.776703),POINT (-90.441128 30.43382),soul,01Z8Z9K54zewyP04ZfGLSv
Rufus Thomas,/wiki/Rufus_Thomas,,"Cayce, Mississippi",POINT (100.77522 18.776703),POINT (-89.61814 34.95537),soul,3iRSHS3b4NUdjNbnw3Opg8
Timmy Thomas,/wiki/Timmy_Thomas,,"Evansville, Indiana",POINT (100.77522 18.776703),POINT (-87.535526 37.982241),soul,7JLwBH0X2G8tgHceqvOu5B
Melody Thornton,/wiki/Melody_Thornton,"Los Angeles, California, U.S.","Phoenix, Arizona",POINT (-118.25703 34.05513),POINT (-112.070892 33.60503),soul,1EibrdGchIU1GIgiqJR25K
Justin Timberlake,/wiki/Justin_Timberlake,,"Memphis, Tennessee",POINT (100.77522 18.776703),POINT (-89.954644 35.112125),soul,31TPClRtHm23RisEBtV3X7
Allen Toussaint,/wiki/Allen_Toussaint,"New Orleans, Louisiana, United States",Gert Town,POINT (-89.889852 30.056708),POINT (-90.105952 29.962217),soul,63aP18bg2ABSOqSNQcAMNy
Tower of Power,/wiki/Tower_of_Power,"Oakland, California, U.S.",,POINT (-122.197811 37.785199),,soul,0JCxGVxsISZzJHJPUOtceB
Roger Troutman,/wiki/Roger_Troutman,,"[1], Hamilton, Ohio",POINT (100.77522 18.776703),POINT (-84.576666 39.414021),soul,3GMoVpWJy4smKuxFuFTwXC
Doris Troy,/wiki/Doris_Troy,"The Bronx, New York City[1]",,POINT (-73.874979 40.853551),,soul,3jiBDfjnWIdLQEEOdKqZex
Sam Tsui,/wiki/Sam_Tsui,"Blue Bell, Pennsylvania, U.S.",,POINT (-75.03211 40.19122),,soul,7lPWuLostTtlIShgm4wpf0
Ike Turner,/wiki/Ike_Turner,,"Clarksdale, Mississippi",POINT (100.77522 18.776703),POINT (-90.569902 34.200637),soul,0FAxkBiT0g3jKF2AaKEipb
Tina Turner,/wiki/Tina_Turner,,"[a], Brownsville, Tennessee",POINT (100.77522 18.776703),POINT (-89.267986 35.57499),soul,1zuJe6b1roixEKMOtyrEak
Tweet,/wiki/Tweet_(singer),,"[1], Rochester, New York",POINT (100.77522 18.776703),POINT (-73.981423 40.730865),soul,6zDBeei6hHRiZdAJ6zoTCo
Tinashe,/wiki/Tinashe,"Pasadena, California, U.S.","Lexington, Kentucky",POINT (-118.148936 34.153289),POINT (-84.474459 38.056966),soul,0NIIxcxNHmOoyBx03SfTCD
Teyana Taylor,/wiki/Teyana_Taylor,,"[1], New York City",POINT (100.77522 18.776703),POINT (-73.9708 40.68295),soul,4ULO7IGI3M2bo0Ap7B9h8a
Tori Kelly,/wiki/Tori_Kelly,"Canyon Lake, California, U.S.","[1], Wildomar, California",POINT (-117.268562 33.68702),POINT (-51.303758 -23.685558),soul,1vSN1fsvrzpbttOYGsliDr
The Weeknd,/wiki/The_Weeknd,,"Toronto, Ontario",POINT (100.77522 18.776703),POINT (-79.38171 43.64877),soul,1Xyo4u8uXC1ZmMpatF05PJ
Usher,/wiki/Usher_(entertainer),"Atlanta, Georgia, U.S.","[1], [2], [3], Dallas, Texas",POINT (-84.414581 33.769805),POINT (-95.333558 29.986159),soul,23zg3TcAtWQy7J6upgbUnj
Luther Vandross,/wiki/Luther_Vandross,,New York City,POINT (100.77522 18.776703),POINT (-73.9708 40.68295),soul,19y5MFBH7gohEdGwKM7QsP
Sarah Vaughan,/wiki/Sarah_Vaughan,,"Newark, New Jersey",POINT (100.77522 18.776703),POINT (-74.185148 40.718619),soul,1bgyxtWjZwA5PQlDsvs9b8
The Velvelettes,/wiki/The_Velvelettes,"Detroit, Michigan, United States",,POINT (-83.164558 42.398648),,soul,72Q7helEnjOptf8FAoZQTi
Billy Vera,/wiki/Billy_Vera,,"Riverside, California",POINT (100.77522 18.776703),POINT (-117.36368 33.949274),soul,1QQBo7mfkehMjDfz1tj5Pq
Summer Walker,/wiki/Summer_Walker,,"Atlanta, Georgia",POINT (100.77522 18.776703),POINT (-84.414581 33.769805),soul,57LYzLEk2LcFghVwuWbcuS
Terri Walker,/wiki/Terri_Walker,"Wimbledon, London, England",,POINT (-0.212516 51.421807),,soul,0x8TJV6fy1BwsZUpHJC13S
Jr. Walker & the All Stars,/wiki/Jr._Walker_%26_the_All_Stars,,"Blytheville, Arkansas",POINT (100.77522 18.776703),POINT (-89.904178 35.923887),soul,1rHh0AI30JhKrbzKIFjFNd
War,/wiki/War_(U.S._band),"Long Beach, California, U.S.",,POINT (-118.121307 33.797395),,soul,3ICyfoySNDZqtBVmaBT84I
Dee Dee Warwick,/wiki/Dee_Dee_Warwick,,"Newark, New Jersey",POINT (100.77522 18.776703),POINT (-74.185148 40.718619),soul,3KeTziLAcJFEnbhfIMRh5w
Dionne Warwick,/wiki/Dionne_Warwick,,"East Orange, New Jersey",POINT (100.77522 18.776703),POINT (-74.20724 40.765519),soul,2JSjCHK79gdaiPWdKiNUNp
Dinah Washington,/wiki/Dinah_Washington,"Chicago, Illinois, U.S.",Tuscaloosa,POINT (-87.66063 41.87897),POINT (-87.526221 33.200377),soul,32LHRiof0sa4taYew9i3Fa
Ella Washington,/wiki/Ella_Washington,,"Miami, Florida",POINT (100.77522 18.776703),POINT (-80.210268 25.766368),soul,4IJouZNBBYaHVRJnLXPfta
"Justine ""Baby"" Washington",/wiki/Justine_Washington,,"Bamberg, South Carolina",POINT (100.77522 18.776703),POINT (-81.057486 33.198588),soul,29afta7TiMlvY1fkgaFJcH
"Grover Washington, Jr.","/wiki/Grover_Washington,_Jr.",,"Buffalo, New York",POINT (100.77522 18.776703),POINT (-78.852918 42.890831),soul,05YVYeV4HxYp5rrWalvuE1
Keith Washington,/wiki/Keith_Washington,,"Detroit, Michigan, [1]",POINT (100.77522 18.776703),POINT (-83.164558 42.398648),soul,5l0XyfQLHoWFvINcSaSrSx
"Johnny ""Guitar"" Watson",/wiki/Johnny_%22Guitar%22_Watson,,"Houston, Texas",POINT (100.77522 18.776703),POINT (-95.361416 29.784753),soul,6uB4Ax6mlzohDTLqLOJ6Vl
Jean Wells,/wiki/Jean_Wells,,"[1], Jacksonville, Florida",POINT (100.77522 18.776703),POINT (-63.824298 -18.178451),soul,5nE0fOlaVCjRBSZv2NA51m
Mary Wells,/wiki/Mary_Wells,,"Detroit, Michigan",POINT (100.77522 18.776703),POINT (-83.164558 42.398648),soul,1cjZk1xXn3YCToNg3uJpA7
Fred Wesley,/wiki/Fred_Wesley,,"Columbus, Georgia",POINT (100.77522 18.776703),POINT (-84.87392 32.497799),soul,5No6BqTN5CphuxDG9xAJ5U
Kim Weston,/wiki/Kim_Weston,"Detroit, Michigan, U.S.",,POINT (-83.164558 42.398648),,soul,71pUA2TXf3JHUPUgsjLtuL
The Whispers,/wiki/The_Whispers,"Los Angeles, California, U.S.",,POINT (-118.25703 34.05513),,soul,2XzHxDFTNywDd5ReMhgxkg
Barry White,/wiki/Barry_White,,"Galveston, Texas",POINT (100.77522 18.776703),POINT (-94.81164 29.28592),soul,3rfgbfpPSfXY40lzRK7Syt
Marva Whitney,/wiki/Marva_Whitney,,"Kansas City, Kansas",POINT (100.77522 18.776703),POINT (-94.630146 39.113581),soul,691nF1fI0SKCfsIypzFr7h
Deniece Williams,/wiki/Deniece_Williams,,"Gary, Indiana",POINT (100.77522 18.776703),POINT (-87.346784 41.589885),soul,5jNGQ7VOU87x5402JjhTtd
Chuck Willis,/wiki/Chuck_Willis,,"Atlanta, Georgia",POINT (100.77522 18.776703),POINT (-84.414581 33.769805),soul,21uawITknPcgjwdJuvpcGE
Nicole Willis,/wiki/Nicole_Willis,"Brooklyn, New York",[1],POINT (-73.956582 40.652256),POINT (87.18018 27.23006),soul,0eNjd1MGYdXbMLHoMNu1NI
Jackie Wilson,/wiki/Jackie_Wilson,,"Highland Park, Michigan",POINT (100.77522 18.776703),POINT (-83.096018 42.404236),soul,4VnomLtKTm9Ahe1tZfmZju
Amy Winehouse,/wiki/Amy_Winehouse,,"Southgate, London",POINT (100.77522 18.776703),POINT (-0.13208 51.63169),soul,6Q192DXotxtaysaqNPy5yR
Bill Withers,/wiki/Bill_Withers,,"Slab Fork, West Virginia",POINT (100.77522 18.776703),POINT (-81.33149 37.68706),soul,1ThoqLcyIYvZn7iWbj8fsj
Bobby Womack,/wiki/Bobby_Womack,,"Cleveland, Ohio",POINT (100.77522 18.776703),POINT (-81.651327 41.496551),soul,0vqkz1b2qBkoYrGMj2CUWq
Stevie Wonder,/wiki/Stevie_Wonder,,"Saginaw, Michigan",POINT (100.77522 18.776703),POINT (-83.950097 43.418449),soul,7guDJrEfX3qb6FEbdPA5qi
Brenton Wood,/wiki/Brenton_Wood,"San Pedro, Los Angeles, California","Shreveport, Louisiana",POINT (-118.292224 33.733309),POINT (-93.764207 32.467848),soul,6ohvzFHYmLd05kyYhLui5K
Sam Woolf,/wiki/Sam_Woolf,,"[1], West Bloomfield, Michigan",POINT (100.77522 18.776703),POINT (-83.361352 42.569813),soul,6IBpS8Mnq0GGo3hhbtuyax
Betty Wright,/wiki/Betty_Wright,,"Miami, Florida",POINT (100.77522 18.776703),POINT (-80.210268 25.766368),soul,0PDqlUGugF5Jt6DZyATvfz
O.V. Wright,/wiki/O.V._Wright,,"Lenow, Shelby County, Tennessee",POINT (100.77522 18.776703),POINT (-89.73064 35.18648),soul,2eRG04xbRiI1AzY8uTCySk
Timi Yuro,/wiki/Timi_Yuro,"Los Angeles, California, U.S.","Chicago, Illinois",POINT (-118.25703 34.05513),POINT (-87.66063 41.87897),soul,2JyxVsEiD9HVRM7CtFaLCK
Yuvan Shankar Raja,/wiki/Yuvan_Shankar_Raja,"Tamil Nadu, India","Chennai, Tamil Nadu",POINT (78.408526 11.052213),POINT (80.224741 13.066682),soul,6AiX12wXdXFoGJ2vk8zBjy
