,name,link,origin,birth,origin_point,birth_point,spotify_id,genre
193,Modern Folk Quartet,/wiki/Modern_Folk_Quartet,"Honolulu, Hawaii, U.S.",,b'\x01\x01\x00\x00\x00\xfcrf\xbbB\xb9c\xc0GU\x13D\xddg5@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',59X1CgTPQ9X7ul7hqJa33t,folk
194,Alastair Moock,/wiki/Alastair_Moock,"Boston, Massachusetts, United States",,b'\x01\x01\x00\x00\x00t\xceOq\x1c\xc3Q\xc0\xac\xfe\x08\xc3\x80-E@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',5NwLASbIjDj6FUgaEa1NMz,folk
195,Bill Morrissey,/wiki/Bill_Morrissey,,"Hartford, Connecticut",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',"b'\x01\x01\x00\x00\x00%\xb2\x0f\xb2,,R\xc0\xfbv\x12\x11\xfe\xe1D@'",0Uz5dRNDckEVy2sLjqBJBq,folk
196,Jason Mraz,/wiki/Jason_Mraz,,"Mechanicsville, Virginia",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xef\xe7\x14\xe4gWS\xc0\x97\xa9I\xf0\x86\xd0B@',4phGZZrJZRo4ElhRtViYdl,folk
197,Moxy Früvous,/wiki/Moxy_Fr%C3%BCvous,"Thornhill, Ontario, Canada",,b'\x01\x01\x00\x00\x00|`\xc7\x7f\x81\xdbS\xc0\x1e3P\x19\xff\xe8E@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',0BNlQMIqqy5qIxSL9aph4u,folk
198,Geoff Muldaur,/wiki/Geoff_Muldaur,,"Pelham, New York",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xdc\x10\xe35\xafsR\xc0}\x1f\x0e\x12\xa2tD@',4sMx1e0u3YtLawVuN3RsFD,folk
199,Holly Near,/wiki/Holly_Near,,"Ukiah, California",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',"b'\x01\x01\x00\x00\x00w\xf8k\xb2F\xcd^\xc0\xa5\xbe,\xed\xd4\x92C@'",55coNbEHd5rBUgUIXyUVNW,folk
200,Fred Neil,/wiki/Fred_Neil,,Cleveland,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x1d\x00qW\xafiT\xc0\xe6\xe5\xb0\xfb\x8e\xbfD@',3xmUdkZUQbtMM62XP4nnb6,folk
201,The New Christy Minstrels,/wiki/The_New_Christy_Minstrels,United States,,b'\x01\x01\x00\x00\x00*\xaa~\xa5\xf3?X\xc0\xc1\xad\xbby\xaa\xdbC@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',77OdfWXrYy6DcYPzmUOr6a,folk
202,Carrie Newcomer,/wiki/Carrie_Newcomer,,Dowagiac,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00V\x81Z\x0c\x1e\x87U\xc0\xb0u\xa9\x11\xfa\xfdD@',5RsLS2CnzkMCGfl3FobdUR,folk
203,Joanna Newsom,/wiki/Joanna_Newsom,,"Grass Valley, California",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x1e\xc3c?\x8bC^\xc0.\x8d_x%\x9dC@',4gn6f5jaOO75s0oF7ozqGG,folk
204,Nickel Creek,/wiki/Nickel_Creek,"Carlsbad, California, U.S.",,b'\x01\x01\x00\x00\x00\x11\xa7\x93luR]\xc0\x8a\xca\x865\x95\x8f@@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',3bcLBxvaI7GsBzGp3WHnwQ,folk
205,Willie Nile,/wiki/Willie_Nile,"Buffalo, New York","Buffalo, New York",b'\x01\x01\x00\x00\x00\xdd\na5\x96\xb6S\xc0\xa9\xa1\r\xc0\x06rE@',b'\x01\x01\x00\x00\x00\xdd\na5\x96\xb6S\xc0\xa9\xa1\r\xc0\x06rE@',42chtGdwnAdG2TECndse7J,folk
206,Conor Oberst,/wiki/Conor_Oberst,,"Omaha, Nebraska",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xce\xc4t!V\xffW\xc0\x9bv1\xcdt\xa1D@',2Z7gV3uEh1ckIaBzTUCE6R,folk
207,Phil Ochs,/wiki/Phil_Ochs,"New York City, U.S.","El Paso, Texas",b'\x01\x01\x00\x00\x00<\xbdR\x96!~R\xc0\xcff\xd5\xe7jWD@',b'\x01\x01\x00\x00\x00\xe1`obH\x9fZ\xc0\x87\xc0\x91@\x83\xd1?@',3JhQGw54MOytJP3GZ8KNPo,folk
208,Mark O'Connor,/wiki/Mark_O%27Connor,,"[1], Mountlake Terrace, Washington",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',"b""\x01\x01\x00\x00\x00\xf7\x1f\x99\x0e\x9d\x1c\\\xc0\xf0\xe0'\x0e\xa0uE@""",5zfaMrd5q4szVTxVYWuoDV,folk
209,Odetta,/wiki/Odetta,,"Birmingham, Alabama",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xc0Z\xb5kB\xb3U\xc0{K9_\xec\xc3@@',2wkz8hACugzAvF0voupg3H,folk
210,Jerry O'Sullivan,/wiki/Jerry_O%27Sullivan_(musician),,"New York City, New York",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00<\xbdR\x96!~R\xc0\xcff\xd5\xe7jWD@',6BDcotssTh0uk4AbcuEugb,folk
211,Jim Page,/wiki/Jim_Page_(singer),,"Palo Alto, California",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xc9\xadI\xb7%\x88^\xc0F\x06\xb9\x8b0\xb7B@',3OfefzRdoMKkvIs7uVPuyH,folk
212,Patrick Park,/wiki/Patrick_Park,"Morrison, Colorado, U.S.",[1],b'\x01\x01\x00\x00\x00\x11\xc8%\x8e<MZ\xc0\x84\xf5\x7f\x0e\xf3\xcfC@',b'\x01\x01\x00\x00\x00+\xd9\xb1\x11\x88\xcbU@&\x1eP6\xe5:;@',4I1ZPDoEcZOul26MTXDhNO,folk
213,Tom Paxton,/wiki/Tom_Paxton,,"Chicago, Illinois",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00j0\r\xc3G\xeaU\xc0#\x15\xc6\x16\x82\xf0D@',55kipiKplrHBCZN6L1gtrv,folk
214,Ellis Paul,/wiki/Ellis_Paul,"Boston, Massachusetts, U.S.","Fort Kent, Maine",b'\x01\x01\x00\x00\x00t\xceOq\x1c\xc3Q\xc0\xac\xfe\x08\xc3\x80-E@',b'\x01\x01\x00\x00\x00X:\x1f\x9e%%Q\xc0b\x83\x85\x934\xa1G@',6zbmVVtvsmXRGWGgfjlE35,folk
215,Alice Peacock,/wiki/Alice_Peacock,"White Bear Lake, Minnesota, U.S.",,b'\x01\x01\x00\x00\x00\xceqn\x13\xee@W\xc0\xdf\xfc\x86\x89\x06\x87F@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',58UCFxYeO9fczztva9OyEY,folk
216,"Peter, Paul & Mary","/wiki/Peter,_Paul_%26_Mary","New York City, U.S.",,b'\x01\x01\x00\x00\x00<\xbdR\x96!~R\xc0\xcff\xd5\xe7jWD@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',6yrBBtqX2gKCHCrZOYBDrB,folk
217,Gretchen Peters,/wiki/Gretchen_Peters,,"Bronxville, New York",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xc7/\xbc\x92\xe4tR\xc0\x8cM+\x85@xD@',1DSLJBOwoz0HhiFMIKhZxe,folk
218,Utah Phillips,/wiki/Utah_Phillips,,Cleveland,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x1d\x00qW\xafiT\xc0\xe6\xe5\xb0\xfb\x8e\xbfD@',5RLF6ZZByoDWUVg6kjBk0z,folk
219,Phranc,/wiki/Phranc,,"Santa Monica, California",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00VE\xb8\xc9\xa8\x9e]\xc0S{\x11m\xc7\x02A@',4C9tHOnOA0dM82s17rmKjF,folk
220,John Prine,/wiki/John_Prine,,"Maywood, Illinois",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xe1\x98eO\x02\xf6U\xc0\xa2\x0cU1\x95\xf0D@',0nJUwPwC9Ti4vvuJ0q3MfT,folk
221,Chris Pureka,/wiki/Chris_Pureka,,"[1], Connecticut",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xee=\\r\xdcr]\xc0\x16\xbdS\x01\xf7\xda@@',0TcLzrilnmNFyaTgLULSg3,folk
222,Joshua Radin,/wiki/Joshua_Radin,"Cleveland, Ohio, U.S.",,b'\x01\x01\x00\x00\x00\x1d\x00qW\xafiT\xc0\xe6\xe5\xb0\xfb\x8e\xbfD@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',7omzannyG2lfDqP5xyZo34,folk
223,Ratsy,/wiki/Ratsy,,Jackson,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',"b""\x01\x01\x00\x00\x007\xfb\x03\xe5\xb6\x8eV\xc0]\xdcF\x03x'@@""",5OlARALdX4igefmFOROcjB,folk
224,Toshi Reagon,/wiki/Toshi_Reagon,"Washington, D.C.","Atlanta, Georgia",b'\x01\x01\x00\x00\x00\xe2\x06|~\x18AS\xc0\xb6\xbeHh\xcbiC@',"b'\x01\x01\x00\x00\x00\xc0""\xbf~\x88\x1aU\xc0\r\xa6a\xf8\x88\xe2@@'",1WUAzIurvlhaWxB7fpcuOM,folk
225,Rebecca Riots,/wiki/Rebecca_Riots_(band),"Berkeley, California, US",,b'\x01\x01\x00\x00\x00\xf8\xa9*4\x10\x93^\xc0F\xea=\x95\xd3\xeeB@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',3rm5p2jVWAzX5ZbGocbTNB,folk
226,Red Molly,/wiki/Red_Molly,New York,,b'\x01\x01\x00\x00\x00<\xbdR\x96!~R\xc0\xcff\xd5\xe7jWD@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',2fV3UnBvyFUPV6JQJJZOv2,folk
227,Malvina Reynolds,/wiki/Malvina_Reynolds,,"San Francisco, California",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',"b'\x01\x01\x00\x00\x00\x8e\xeb\xdf\xf5\x99\x9b^\xc0`\x03""\xc4\x95\xe3B@'",5fhMeS3lpUqUpTNuAxU2rN,folk
228,Jean Ritchie,/wiki/Jean_Ritchie,,"Viper, Kentucky",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00O\x92\xae\x99|\xc9T\xc0\xb3\xb5\xbeHh\x97B@',7cWhIVoEYJd0oWnxULFt8s,folk
229,Josh Ritter,/wiki/Josh_Ritter,,"Moscow, Idaho",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xe0\x0e\xd4)\x8f?]\xc0\xad\x14\x02\xb9\xc4]G@',6igfLpd8s6DBBAuwebRUuo,folk
230,The Roches,/wiki/The_Roches,"Park Ridge, New Jersey, U.S.",,b'\x01\x01\x00\x00\x00\xa5\x9e\x05\xa1\xbc\x82R\xc0@Q\xd9\xb0\xa6\x84D@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',2BbwJ8VxAFpJiFr7EHvcCW,folk
231,Libby Roderick,/wiki/Libby_Roderick,"Anchorage, Territory of Alaska, US",,b'\x01\x01\x00\x00\x00\x05Rb\xd7v\xabb\xc0Q\xd8E\xd1\x03\x99N@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',1IVub12Ffx56KIVhTIGOGU,folk
232,The Rooftop Singers,/wiki/The_Rooftop_Singers,United States,,b'\x01\x01\x00\x00\x00*\xaa~\xa5\xf3?X\xc0\xc1\xad\xbby\xaa\xdbC@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',6Gb08eT3LlkGynDscl9vbz,folk
233,Jack Rose,/wiki/Jack_Rose_(guitarist),,"Fredericksburg, Virginia",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00B\xe9\x0b!\xe7^S\xc07\xa9h\xac\xfd%C@',0K6DXvfMXmF7L4h0P7Ivva,folk
234,Josh Rouse,/wiki/Josh_Rouse,"Tennessee, United States","Oshkosh, Nebraska",b'\x01\x01\x00\x00\x00\xb2b\xb8:\x00\x96U\xc0\x90\xda\xc4\xc9\xfd\xe8A@',b'\x01\x01\x00\x00\x00\x81C\xa8R\xb3\xa1Y\xc0bN\xd0&\x87\xa7D@',38euc5ce2q2MMzaoJcPstz,folk
235,Tom Rush,/wiki/Tom_Rush,,"Portsmouth, New Hampshire",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xa2\x9chW!\xb2Q\xc0\xbd\x01f\xbe\x83\x87E@',6vI5AwXkw8IFD7zsw6NkTp,folk
236,The Sandpipers,/wiki/The_Sandpipers,"California, U.S.",,b'\x01\x01\x00\x00\x00\x8d}\xc9\xc6\x83\xe5]\xc0H1@\xa2\tDB@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',3iBuBivHItWMpdiVmLT0uB,folk
237,Claudia Schmidt,/wiki/Claudia_Schmidt_(musician),,"New Baltimore, Michigan",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00B\xce\xfb\xff8\xafT\xc0\xc7\xd8\t/\xc1WE@',2Xwy23kFCVIEorTNk7vmhB,folk
238,Eric Schwartz,/wiki/Eric_Schwartz_(songwriter),"Newton, Massachusetts, U.S.",,b'\x01\x01\x00\x00\x00G\x007\x8b\x17\xcdQ\xc0\x8b\x17\x0bC\xe4*E@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',2wmjSzz9TcqPgSNMGAVksR,folk
239,Mike Seeger,/wiki/Mike_Seeger,"New York City, New York, U.S.",New York City,b'\x01\x01\x00\x00\x00<\xbdR\x96!~R\xc0\xcff\xd5\xe7jWD@',b'\x01\x01\x00\x00\x00<\xbdR\x96!~R\xc0\xcff\xd5\xe7jWD@',7kJfeECt6CmcCBM8uX1td8,folk
240,Peggy Seeger,/wiki/Peggy_Seeger,,New York City,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00<\xbdR\x96!~R\xc0\xcff\xd5\xe7jWD@',0gXQn7UrpopDb2TIkmIjoU,folk
241,Martin Sexton,/wiki/Martin_Sexton,,"Syracuse, New York",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x14z\xfdI|\tS\xc0n\x19p\x96\x92\x85E@',16HLVuiCN8iGYhBca7lsqE,folk
242,The Shells,/wiki/The_Shells_(band),"Brooklyn, New York, United States",,b'\x01\x01\x00\x00\x00N|\xb5\xa38}R\xc0UO\xe6\x1f}SD@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',7ywuUxIhs0wsrflxhUhvNb,folk
243,Richard Shindell,/wiki/Richard_Shindell,,"Lakehurst, New Jersey",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x02c}\x03\x93\x94R\xc0\x03\xeey\xfe\xb4\x01D@',0ONG1ffKzhVIm4arvvLPHl,folk
244,Michelle Shocked,/wiki/Michelle_Shocked,"Dallas, Texas[2]",[1],b'\x01\x01\x00\x00\x00\x81\xeb\x8a\x19\xe1\xc4X\xc0\x89\xeeY\xd7h\x813@',b'\x01\x01\x00\x00\x00+\xd9\xb1\x11\x88\xcbU@&\x1eP6\xe5:;@',7vma2XD1xEuvoLbR43MZ9p,folk
245,Paul Siebel,/wiki/Paul_Siebel,,Buffalo,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xdd\na5\x96\xb6S\xc0\xa9\xa1\r\xc0\x06rE@',5EB5q368CZpEhSbLIVIAXh,folk
246,Judee Sill,/wiki/Judee_Sill,,"Los Angeles, California",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xd1\x05\xf5-s\x90]\xc0\xa5\x83\xf5\x7f\x0e\x07A@',2IkwqvwEnXFlZEq6eFP1wL,folk
247,Simon & Garfunkel,/wiki/Simon_%26_Garfunkel,"Forest Hills, Queens, New York City, U.S.",,b'\x01\x01\x00\x00\x00\x01\xa2`\xc6\x14vR\xc0\x81$\xec\xdbI\\D@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',70cRZdQywnSFp9pnc2WTCE,folk
248,Patrick Sky,/wiki/Patrick_Sky,,"College Park, Georgia",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00u\xb0\xfe\xcfa\x1dU\xc0(\xb7\xed{\xd4\xd1@@',7ITHPA1zmcUkgnPKeO8mUS,folk
249,Langhorne Slim,/wiki/Langhorne_Slim,,"Langhorne, Pennsylvania",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x8a\xcc\\\xe0\xf2\xbaR\xc0\xe7\xa78\x0e\xbc\x16D@',099toTcKJoywTosZr2hHjy,folk
250,Chloe Smith,/wiki/Chloe_Smith_(musician),"New Orleans, Louisiana, USA","Atlanta, Georgia",b'\x01\x01\x00\x00\x00\xef\x91\xcdU\xf3xV\xc0\xeck]j\x84\x0e>@',"b'\x01\x01\x00\x00\x00\xc0""\xbf~\x88\x1aU\xc0\r\xa6a\xf8\x88\xe2@@'",7lLK9mKP9CJuRhIR5URoFg,folk
251,Elliott Smith,/wiki/Elliott_Smith,,"Omaha, Nebraska",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xce\xc4t!V\xffW\xc0\x9bv1\xcdt\xa1D@',2ApaG60P4r0yhBoDCGD8YG,folk
252,Michael Peter Smith,/wiki/Michael_Peter_Smith,,"South Orange, New Jersey",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x000\xf0\xdc{\xb8\x90R\xc0\xf9\x83\x81\xe7\xde_D@',5aBxFPaaGk9204ssHUvXWN,folk
253,Mindy Smith,/wiki/Mindy_Smith,,"Long Island, New York",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00]\xfeC\xfa\xed{R\xc0[\t\xdd%q`D@',4QGC11o7gQR7MBEJ5cUMSv,folk
254,Stephan Smith,/wiki/Stephan_Smith,"Cleveland, Ohio","Cleveland, Ohio",b'\x01\x01\x00\x00\x00\x1d\x00qW\xafiT\xc0\xe6\xe5\xb0\xfb\x8e\xbfD@',b'\x01\x01\x00\x00\x00\x1d\x00qW\xafiT\xc0\xe6\xe5\xb0\xfb\x8e\xbfD@',5z9hHWeWPT4olToAy5cGfw,folk
255,Solas,/wiki/Solas_(group),"Philadelphia, Pennsylvania, United States",,b'\x01\x01\x00\x00\x00\xc4\xee;\x86\xc7\xcaR\xc0R\x98\xf78\xd3\xfeC@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',5awFg11m6qCdmOsy8LxEvc,folk
256,Faith Soloway,/wiki/Faith_Soloway,,"Chicago, Illinois",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00j0\r\xc3G\xeaU\xc0#\x15\xc6\x16\x82\xf0D@',3Mu22Y9BefRhJRYhyfP463,folk
257,Leah Song,/wiki/Leah_Song,"New Orleans, Louisiana, USA","Atlanta, Georgia",b'\x01\x01\x00\x00\x00\xef\x91\xcdU\xf3xV\xc0\xeck]j\x84\x0e>@',"b'\x01\x01\x00\x00\x00\xc0""\xbf~\x88\x1aU\xc0\r\xa6a\xf8\x88\xe2@@'",2aYGkbB8xdACbyp7BYR8Gv,folk
258,Rosalie Sorrels,/wiki/Rosalie_Sorrels,,"Boise, Idaho",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',"b""\x01\x01\x00\x00\x00&\x8a\x90\xba\x9d\xf8\\\xc0\x8d'\x828\x0f\xf9E@""",4n3F5413y5LjhB9aWgB9Wh,folk
259,Mark Spoelstra,/wiki/Mark_Spoelstra,,"Kansas City, Missouri",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\x87\xfd\x9eX\xa7\xa2W\xc0\x1a\x88e3\x87\x86C@',1YfYCpbdjUOzremMD0KqXi,folk
260,Bill Staines,/wiki/Bill_Staines,,"Medford, Massachusetts",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xf3\xc9\x8a\xe1\xea\xc6Q\xc0\x83\xdd\xb0mQ6E@',1yzH2rThCjpWpfhgiB7wAK,folk
261,James Lee Stanley,/wiki/James_Lee_Stanley,,Philadelphia,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xc4\xee;\x86\xc7\xcaR\xc0R\x98\xf78\xd3\xfeC@',6VBsOzX05iaVzcEeLdV1Yq,folk
262,Jody Stecher,/wiki/Jody_Stecher,,Brooklyn,b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00N|\xb5\xa38}R\xc0UO\xe6\x1f}SD@',1mRgiIS98mLuRaQXADGA6D,folk
263,Sufjan Stevens,/wiki/Sufjan_Stevens,,"Detroit, Michigan",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00\xe4\x12G\x1e\x88\xcaT\xc0\xd3N\xcd\xe5\x063E@',4MXUO7sVCaFgFjoTI5ox5c,folk
264,The Story,/wiki/The_Story_(American_band),"Boston, Massachusetts, U.S.",,b'\x01\x01\x00\x00\x00t\xceOq\x1c\xc3Q\xc0\xac\xfe\x08\xc3\x80-E@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',6meTcQ79DrfkIuSLPZkpBg,folk
265,Sweet Honey in the Rock,/wiki/Sweet_Honey_in_the_Rock,"Washington, D.C.",,b'\x01\x01\x00\x00\x00\xe2\x06|~\x18AS\xc0\xb6\xbeHh\xcbiC@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',3d4KAl1xvEw3akBK6CVCCA,folk
266,Taylor Swift,/wiki/Taylor_Swift,"Nashville, Tennessee, US","West Reading, Pennsylvania",b'\x01\x01\x00\x00\x00\xbd\xe1>rk\xb5U\xc0\xc4\x98\xf4\xf7R\x1eB@',b'\x01\x01\x00\x00\x00\xdb\xa5\r\x87\xa5\xfcR\xc0k\xd7\x84\xb4\xc6*D@',06HL4z0CvFAxyc27GXpf02,folk
267,The Tarriers,/wiki/The_Tarriers,New York City,,b'\x01\x01\x00\x00\x00<\xbdR\x96!~R\xc0\xcff\xd5\xe7jWD@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',44ByB5FFQnNnFK3nYTZX7w,folk
268,James Taylor,/wiki/James_Taylor,,"Boston, Massachusetts",b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',b'\x01\x01\x00\x00\x00t\xceOq\x1c\xc3Q\xc0\xac\xfe\x08\xc3\x80-E@',0vn7UBvSQECKJm2817Yf1P,folk
269,Livingston Taylor,/wiki/Livingston_Taylor,"Chapel Hill, North Carolina, U.S.",Boston,b'\x01\x01\x00\x00\x00\xe2\xc8\x03\x91E\xc2S\xc0!=E\x0e\x11\xf7A@',b'\x01\x01\x00\x00\x00t\xceOq\x1c\xc3Q\xc0\xac\xfe\x08\xc3\x80-E@',2dMPVdTlcLlRcWtsrEXwAO,folk
270,Luke Temple,/wiki/Luke_Temple,"Boston, Massachusetts, United States",,b'\x01\x01\x00\x00\x00t\xceOq\x1c\xc3Q\xc0\xac\xfe\x08\xc3\x80-E@',b'\x01\x01\x00\x00\x00!\xcdX4\x9d1Y@\x81\xb4\xff\x01\xd6\xc62@',6MUv39LOn5bz2QW4SBKE85,folk
271,Rosie Thomas,/wiki/Rosie_Thomas_(singer-songwriter),"Livonia, Michigan, U.S.",[1],b'\x01\x01\x00\x00\x00J(}!\xe4\xd7T\xc09\xd4\xef\xc2\xd62E@',b'\x01\x01\x00\x00\x00+\xd9\xb1\x11\x88\xcbU@&\x1eP6\xe5:;@',5Tw6OSRLoU7IHTO8kHGRQr,folk
